date,geoRegion,indication,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202110,TG,other,113,indication,279547,586,0.2,0.036,3.5999999999999996,4,0.04,0.21,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202111,TG,other,179,indication,279547,765,0.3,0.151,15.1,4.9,0.06,0.27,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202112,TG,other,122,indication,279547,887,0.3,0.038,3.8,4.7,0.04,0.32,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202113,TG,other,89,indication,279547,976,0.3,0.074,7.3999999999999995,4.9,0.03,0.35,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202114,TG,other,128,indication,279547,1104,0.4,0.069,6.9,5,0.05,0.39,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202115,TG,other,259,indication,279547,1363,0.5,0.086,8.6,5.5,0.09,0.49,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202116,TG,other,271,indication,279547,1634,0.6,0.072,7.199999999999999,5.7,0.1,0.58,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202117,TG,other,1009,indication,279547,2643,0.9,0.214,21.4,7.9,0.36,0.95,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202118,TG,other,1336,indication,279547,3979,1.4,0.262,26.200000000000003,10.299999999999999,0.48,1.42,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,TG,other,1511,indication,279547,5490,2,0.294,29.4,12.5,0.54,1.96,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,TG,other,1410,indication,279547,6900,2.5,0.22,22,13.8,0.5,2.47,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,TG,other,1787,indication,279547,8687,3.1,0.221,22.1,14.899999999999999,0.64,3.11,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,TG,other,2319,indication,279547,11006,3.9,0.261,26.1,16.400000000000002,0.83,3.94,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,TG,other,2783,indication,279547,13789,4.9,0.266,26.6,17.8,1,4.93,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202124,TG,other,4678,indication,279547,18467,6.6,0.501,50.1,21.2,1.67,6.61,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202125,TG,other,8949,indication,279547,27416,9.8,0.814,81.39999999999999,28.000000000000004,3.2,9.81,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202126,TG,other,9846,indication,279547,37262,13.3,0.815,81.5,33.900000000000006,3.52,13.33,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202127,TG,other,10179,indication,279547,47441,17,0.838,83.8,38.800000000000004,3.64,16.97,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202128,TG,other,2349,indication,279547,49790,17.8,0.761,76.1,39.800000000000004,0.84,17.81,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202129,TG,other,1451,indication,279547,51241,18.3,0.724,72.39999999999999,40.300000000000004,0.52,18.33,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202130,TG,other,1238,indication,279547,52479,18.8,0.715,71.5,40.699999999999996,0.44,18.77,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202131,TG,other,944,indication,279547,53423,19.1,0.677,67.7,41,0.34,19.11,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202132,TG,other,1320,indication,279547,54743,19.6,0.772,77.2,41.4,0.47,19.58,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202133,TG,other,1179,indication,279547,55922,20,0.743,74.3,41.8,0.42,20,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202134,TG,other,1284,indication,279547,57206,20.5,0.754,75.4,42.3,0.46,20.46,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202135,TG,other,1182,indication,279547,58388,20.9,0.791,79.10000000000001,42.699999999999996,0.42,20.89,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202136,TG,other,1632,indication,279547,60020,21.5,0.8,80,43.2,0.58,21.47,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202137,TG,other,1874,indication,279547,61894,22.1,0.802,80.2,43.8,0.67,22.14,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202138,TG,other,2490,indication,279547,64384,23,0.818,81.8,44.6,0.89,23.03,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202139,TG,other,2343,indication,279547,66727,23.9,0.818,81.8,45.300000000000004,0.84,23.87,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202140,TG,other,3651,indication,279547,70378,25.2,0.825,82.5,46.400000000000006,1.31,25.18,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202052,TI,age,0,indication,351491,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202053,TI,age,0,indication,351491,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202101,TI,age,0,indication,351491,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202102,TI,age,0,indication,351491,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202103,TI,age,0,indication,351491,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202104,TI,age,3,indication,351491,3,0,0.5,50,20,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202105,TI,age,2237,indication,351491,2240,0.6,0.549,54.900000000000006,54.800000000000004,0.64,0.64,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202106,TI,age,1908,indication,351491,4148,1.2,0.41,41,47.4,0.54,1.18,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202107,TI,age,773,indication,351491,4921,1.4,0.865,86.5,51.1,0.22,1.4,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202108,TI,age,4101,indication,351491,9022,2.6,0.967,96.7,65,1.17,2.57,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202109,TI,age,5112,indication,351491,14134,4,0.955,95.5,73.5,1.45,4.02,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202110,TI,age,2830,indication,351491,16964,4.8,0.967,96.7,76.6,0.81,4.83,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202111,TI,age,195,indication,351491,17159,4.9,0.369,36.9,75.6,0.06,4.88,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202112,TI,age,225,indication,351491,17384,4.9,0.52,52,75.2,0.06,4.95,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202113,TI,age,1327,indication,351491,18711,5.3,0.797,79.7,75.5,0.38,5.32,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202114,TI,age,2592,indication,351491,21303,6.1,0.882,88.2,76.8,0.74,6.06,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202115,TI,age,3512,indication,351491,24815,7.1,0.865,86.5,78.10000000000001,1,7.06,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202116,TI,age,4382,indication,351491,29197,8.3,0.596,59.599999999999994,74.6,1.25,8.31,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202117,TI,age,2024,indication,351491,31221,8.9,0.299,29.9,68,0.58,8.88,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202118,TI,age,1125,indication,351491,32346,9.2,0.177,17.7,61.9,0.32,9.2,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,TI,age,433,indication,351491,32779,9.3,0.054,5.4,54.400000000000006,0.12,9.33,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,TI,age,659,indication,351491,33438,9.5,0.051,5.1,45.7,0.19,9.51,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,TI,age,491,indication,351491,33929,9.7,0.033,3.3000000000000003,38.5,0.14,9.65,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,TI,age,257,indication,351491,34186,9.7,0.016,1.6,32.7,0.07,9.73,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,TI,age,230,indication,351491,34416,9.8,0.02,2,29.7,0.07,9.79,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202124,TI,age,226,indication,351491,34642,9.9,0.018,1.7999999999999998,27,0.06,9.86,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202125,TI,age,175,indication,351491,34817,9.9,0.018,1.7999999999999998,25.3,0.05,9.91,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202126,TI,age,137,indication,351491,34954,9.9,0.012,1.2,23.400000000000002,0.04,9.94,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202127,TI,age,117,indication,351491,35071,10,0.012,1.2,22,0.03,9.98,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202128,TI,age,51,indication,351491,35122,10,0.004,0.4,20.4,0.01,9.99,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202129,TI,age,52,indication,351491,35174,10,0.005,0.5,19.2,0.01,10.01,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202130,TI,age,70,indication,351491,35244,10,0.008,0.8,18.4,0.02,10.03,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202131,TI,age,52,indication,351491,35296,10,0.017,1.7000000000000002,18.099999999999998,0.01,10.04,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202132,TI,age,40,indication,351491,35336,10.1,0.029,2.9000000000000004,18,0.01,10.05,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202133,TI,age,46,indication,351491,35382,10.1,0.024,2.4,17.9,0.01,10.07,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202134,TI,age,52,indication,351491,35434,10.1,0.018,1.7999999999999998,17.599999999999998,0.01,10.08,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202135,TI,age,64,indication,351491,35498,10.1,0.019,1.9,17.4,0.02,10.1,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202136,TI,age,67,indication,351491,35565,10.1,0.019,1.9,17.1,0.02,10.12,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202137,TI,age,76,indication,351491,35641,10.1,0.021,2.1,16.900000000000002,0.02,10.14,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202138,TI,age,54,indication,351491,35695,10.2,0.018,1.7999999999999998,16.6,0.02,10.16,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202139,TI,age,82,indication,351491,35777,10.2,0.02,2,16.400000000000002,0.02,10.18,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202140,TI,age,147,indication,351491,35924,10.2,0.029,2.9000000000000004,16.1,0.04,10.22,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202052,TI,chronic_disease,0,indication,351491,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202053,TI,chronic_disease,0,indication,351491,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202101,TI,chronic_disease,0,indication,351491,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202102,TI,chronic_disease,0,indication,351491,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202103,TI,chronic_disease,1,indication,351491,1,0,0.125,12.5,11.1,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202104,TI,chronic_disease,1,indication,351491,2,0,0.167,16.7,13.3,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202105,TI,chronic_disease,302,indication,351491,304,0.1,0.074,7.3999999999999995,7.3999999999999995,0.09,0.09,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202106,TI,chronic_disease,434,indication,351491,738,0.2,0.093,9.3,8.4,0.12,0.21,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202107,TI,chronic_disease,12,indication,351491,750,0.2,0.013,1.3,7.8,0,0.21,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202108,TI,chronic_disease,55,indication,351491,805,0.2,0.013,1.3,5.800000000000001,0.02,0.23,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202109,TI,chronic_disease,150,indication,351491,955,0.3,0.028,2.8000000000000003,5,0.04,0.27,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202110,TI,chronic_disease,29,indication,351491,984,0.3,0.01,1,4.3999999999999995,0.01,0.28,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202111,TI,chronic_disease,98,indication,351491,1082,0.3,0.186,18.6,4.8,0.03,0.31,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202112,TI,chronic_disease,157,indication,351491,1239,0.4,0.363,36.3,5.4,0.04,0.35,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202113,TI,chronic_disease,215,indication,351491,1454,0.4,0.129,12.9,5.8999999999999995,0.06,0.41,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202114,TI,chronic_disease,167,indication,351491,1621,0.5,0.057,5.7,5.800000000000001,0.05,0.46,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202115,TI,chronic_disease,250,indication,351491,1871,0.5,0.062,6.2,5.8999999999999995,0.07,0.53,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202116,TI,chronic_disease,1983,indication,351491,3854,1.1,0.27,27,9.8,0.56,1.1,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202117,TI,chronic_disease,3529,indication,351491,7383,2.1,0.522,52.2,16.1,1,2.1,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202118,TI,chronic_disease,2826,indication,351491,10209,2.9,0.444,44.4,19.5,0.8,2.9,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,TI,chronic_disease,2397,indication,351491,12606,3.6,0.299,29.9,20.9,0.68,3.59,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,TI,chronic_disease,3490,indication,351491,16096,4.6,0.271,27.1,22,0.99,4.58,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,TI,chronic_disease,3313,indication,351491,19409,5.5,0.22,22,22,0.94,5.52,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,TI,chronic_disease,2333,indication,351491,21742,6.2,0.143,14.299999999999999,20.8,0.66,6.19,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,TI,chronic_disease,1599,indication,351491,23341,6.6,0.14,14.000000000000002,20.1,0.45,6.64,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202124,TI,chronic_disease,1467,indication,351491,24808,7.1,0.119,11.899999999999999,19.3,0.42,7.06,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202125,TI,chronic_disease,952,indication,351491,25760,7.3,0.1,10,18.7,0.27,7.33,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202126,TI,chronic_disease,697,indication,351491,26457,7.5,0.06,6,17.7,0.2,7.53,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202127,TI,chronic_disease,693,indication,351491,27150,7.7,0.069,6.9,17,0.2,7.72,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202128,TI,chronic_disease,415,indication,351491,27565,7.8,0.032,3.2,16,0.12,7.84,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202129,TI,chronic_disease,325,indication,351491,27890,7.9,0.029,2.9000000000000004,15.2,0.09,7.93,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202130,TI,chronic_disease,351,indication,351491,28241,8,0.042,4.2,14.7,0.1,8.03,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202131,TI,chronic_disease,127,indication,351491,28368,8.1,0.041,4.1000000000000005,14.6,0.04,8.07,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202132,TI,chronic_disease,92,indication,351491,28460,8.1,0.067,6.7,14.499999999999998,0.03,8.1,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202133,TI,chronic_disease,103,indication,351491,28563,8.1,0.054,5.4,14.399999999999999,0.03,8.13,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202134,TI,chronic_disease,169,indication,351491,28732,8.2,0.059,5.8999999999999995,14.299999999999999,0.05,8.17,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202135,TI,chronic_disease,211,indication,351491,28943,8.2,0.064,6.4,14.2,0.06,8.23,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202136,TI,chronic_disease,209,indication,351491,29152,8.3,0.06,6,14.000000000000002,0.06,8.29,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202137,TI,chronic_disease,187,indication,351491,29339,8.3,0.051,5.1,13.900000000000002,0.05,8.35,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202138,TI,chronic_disease,195,indication,351491,29534,8.4,0.064,6.4,13.8,0.06,8.4,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202139,TI,chronic_disease,215,indication,351491,29749,8.5,0.053,5.3,13.600000000000001,0.06,8.46,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202140,TI,chronic_disease,273,indication,351491,30022,8.5,0.054,5.4,13.4,0.08,8.54,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202052,TI,med_prof,0,indication,351491,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202053,TI,med_prof,0,indication,351491,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202101,TI,med_prof,0,indication,351491,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202102,TI,med_prof,1,indication,351491,1,0,1,100,100,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202103,TI,med_prof,7,indication,351491,8,0,0.875,87.5,88.9,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202104,TI,med_prof,1,indication,351491,9,0,0.167,16.7,60,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202105,TI,med_prof,1238,indication,351491,1247,0.4,0.304,30.4,30.5,0.35,0.35,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202106,TI,med_prof,1915,indication,351491,3162,0.9,0.411,41.099999999999994,36.199999999999996,0.54,0.9,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202107,TI,med_prof,97,indication,351491,3259,0.9,0.109,10.9,33.800000000000004,0.03,0.93,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202108,TI,med_prof,33,indication,351491,3292,0.9,0.008,0.8,23.7,0.01,0.94,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202109,TI,med_prof,29,indication,351491,3321,0.9,0.005,0.5,17.299999999999997,0.01,0.94,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202110,TI,med_prof,29,indication,351491,3350,1,0.01,1,15.1,0.01,0.95,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202111,TI,med_prof,173,indication,351491,3523,1,0.328,32.800000000000004,15.5,0.05,1,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202112,TI,med_prof,12,indication,351491,3535,1,0.028,2.8000000000000003,15.299999999999999,0,1.01,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202113,TI,med_prof,34,indication,351491,3569,1,0.02,2,14.399999999999999,0.01,1.02,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202114,TI,med_prof,35,indication,351491,3604,1,0.012,1.2,13,0.01,1.03,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202115,TI,med_prof,64,indication,351491,3668,1,0.016,1.6,11.5,0.02,1.04,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202116,TI,med_prof,146,indication,351491,3814,1.1,0.02,2,9.700000000000001,0.04,1.09,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202117,TI,med_prof,308,indication,351491,4122,1.2,0.046,4.6,9,0.09,1.17,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202118,TI,med_prof,393,indication,351491,4515,1.3,0.062,6.2,8.6,0.11,1.28,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,TI,med_prof,381,indication,351491,4896,1.4,0.047,4.7,8.1,0.11,1.39,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,TI,med_prof,1585,indication,351491,6481,1.8,0.123,12.3,8.9,0.45,1.84,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,TI,med_prof,3838,indication,351491,10319,2.9,0.255,25.5,11.700000000000001,1.09,2.94,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,TI,med_prof,2190,indication,351491,12509,3.6,0.134,13.4,12,0.62,3.56,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202123,TI,med_prof,686,indication,351491,13195,3.8,0.06,6,11.4,0.2,3.75,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202124,TI,med_prof,958,indication,351491,14153,4,0.078,7.8,11,0.27,4.03,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202125,TI,med_prof,539,indication,351491,14692,4.2,0.057,5.7,10.7,0.15,4.18,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202126,TI,med_prof,194,indication,351491,14886,4.2,0.017,1.7000000000000002,10,0.06,4.24,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202127,TI,med_prof,87,indication,351491,14973,4.3,0.009,0.8999999999999999,9.4,0.02,4.26,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202128,TI,med_prof,191,indication,351491,15164,4.3,0.015,1.5,8.799999999999999,0.05,4.31,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202129,TI,med_prof,213,indication,351491,15377,4.4,0.019,1.9,8.4,0.06,4.37,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202130,TI,med_prof,274,indication,351491,15651,4.5,0.033,3.3000000000000003,8.200000000000001,0.08,4.45,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202131,TI,med_prof,103,indication,351491,15754,4.5,0.033,3.3000000000000003,8.1,0.03,4.48,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202132,TI,med_prof,41,indication,351491,15795,4.5,0.03,3,8,0.01,4.49,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202133,TI,med_prof,64,indication,351491,15859,4.5,0.033,3.3000000000000003,8,0.02,4.51,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202134,TI,med_prof,93,indication,351491,15952,4.5,0.033,3.3000000000000003,7.9,0.03,4.54,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202135,TI,med_prof,116,indication,351491,16068,4.6,0.035,3.5000000000000004,7.9,0.03,4.57,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202136,TI,med_prof,132,indication,351491,16200,4.6,0.038,3.8,7.8,0.04,4.61,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202137,TI,med_prof,122,indication,351491,16322,4.6,0.033,3.3000000000000003,7.7,0.03,4.64,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202138,TI,med_prof,133,indication,351491,16455,4.7,0.043,4.3,7.7,0.04,4.68,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202139,TI,med_prof,158,indication,351491,16613,4.7,0.039,3.9,7.6,0.04,4.73,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202140,TI,med_prof,135,indication,351491,16748,4.8,0.027,2.7,7.5,0.04,4.76,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202052,TI,contact_vuln,0,indication,351491,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202053,TI,contact_vuln,0,indication,351491,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202101,TI,contact_vuln,0,indication,351491,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202102,TI,contact_vuln,0,indication,351491,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202103,TI,contact_vuln,0,indication,351491,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202104,TI,contact_vuln,1,indication,351491,1,0,0.167,16.7,6.7,0,0,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202105,TI,contact_vuln,186,indication,351491,187,0.1,0.046,4.6,4.6,0.05,0.05,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202106,TI,contact_vuln,239,indication,351491,426,0.1,0.051,5.1,4.9,0.07,0.12,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202107,TI,contact_vuln,0,indication,351491,426,0.1,0,0,4.3999999999999995,0,0.12,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202108,TI,contact_vuln,15,indication,351491,441,0.1,0.004,0.4,3.2,0,0.13,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202109,TI,contact_vuln,8,indication,351491,449,0.1,0.001,0.1,2.3,0,0.13,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202110,TI,contact_vuln,14,indication,351491,463,0.1,0.005,0.5,2.1,0,0.13,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202111,TI,contact_vuln,55,indication,351491,518,0.1,0.104,10.4,2.3,0.02,0.15,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202112,TI,contact_vuln,1,indication,351491,519,0.1,0.002,0.2,2.1999999999999997,0,0.15,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202113,TI,contact_vuln,8,indication,351491,527,0.1,0.005,0.5,2.1,0,0.15,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202114,TI,contact_vuln,10,indication,351491,537,0.2,0.003,0.3,1.9,0,0.15,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202115,TI,contact_vuln,32,indication,351491,569,0.2,0.008,0.8,1.7999999999999998,0.01,0.16,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202116,TI,contact_vuln,228,indication,351491,797,0.2,0.031,3.1,2,0.06,0.23,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202117,TI,contact_vuln,214,indication,351491,1011,0.3,0.032,3.2,2.1999999999999997,0.06,0.29,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202118,TI,contact_vuln,473,indication,351491,1484,0.4,0.074,7.3999999999999995,2.8000000000000003,0.13,0.42,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202119,TI,contact_vuln,533,indication,351491,2017,0.6,0.066,6.6000000000000005,3.3000000000000003,0.15,0.57,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202120,TI,contact_vuln,899,indication,351491,2916,0.8,0.07,7.000000000000001,4,0.26,0.83,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202121,TI,contact_vuln,1338,indication,351491,4254,1.2,0.089,8.9,4.8,0.38,1.21,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
202122,TI,contact_vuln,2491,indication,351491,6745,1.9,0.152,15.2,6.4,0.71,1.92,COVID19FullyVaccPersons,2021-10-11_10-43-19,detailed
